race_id,lapno,position,driver_id,laptime,racetime,gap,interval,compound,tireage,pitintime,pitstopduration,nextcompound,startlapprog_vsc,endlapprog_vsc,age_vsc,startlapprog_sc,endlapprog_sc,age_sc,id,carno,initials,name,date,season,location,availablecompounds,nolaps,nolapsplanned,tracklength,result_position,race_progress,remaining_pit_stops,relativecompound,fulfilled_second_compound,number_of_available_compounds,change_compound
120,60,1,27,71.498,4643.601,0.0,0.0,A4,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.8300032638160766,0,medium,True,3,True
120,61,1,27,70.862,4714.463,0.0,0.0,A4,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.8426692295785387,0,medium,True,3,True
120,62,1,27,71.287,4785.75,0.0,0.0,A4,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.8554111603920727,0,medium,True,3,True
120,63,1,27,71.156,4856.906,0.0,0.0,A4,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.8681296760957468,0,medium,True,3,True
120,64,1,27,71.063,4927.969,0.0,0.0,A4,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.8808315688588334,0,medium,True,3,True
120,65,1,27,71.286,4999.255,0.0,0.0,A4,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.8935733209310706,0,medium,True,3,True
120,66,1,27,85.815,5085.07,0.0,0.0,A4,12,0,0.0,0,0.0,0.0,0.0,0.72,1.0,0.28,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.9089120053021816,0,medium,True,3,True
120,67,1,27,112.225,5197.295,0.0,0.0,A4,13,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.28,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.92897124731754,0,medium,True,3,True
120,68,1,27,115.801,5313.096,0.0,0.0,A4,14,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.28,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.9496696682096808,0,medium,True,3,True
120,69,1,27,139.143,5452.239,0.0,0.0,A4,15,0,0.0,0,0.0,0.0,0.0,0.0,0.74,3.02,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.9745402684479786,0,medium,True,3,True
120,70,1,27,71.528,5523.767,0.0,0.0,A4,16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,0.9873252759140024,0,medium,True,3,True
120,71,1,27,70.911,5594.678,0.0,0.0,A4,17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27,33,VER,Max Verstappen,2019-11-17,2019,SaoPaulo,"A2,A3,A4,I,W",71,71,4309.0,1.0,1.0,0,medium,True,3,True
